ID,工作项类型,严重程度,标题,状态,负责人,截止日期,预估工时（小时）,已登记工时（小时）,剩余工时（小时）,重新打开-停留次数,创建者,创建时间,所属项目
#8824,缺陷,Major,"ST[DMR]DMR报文HEX上报，不接内电池，<Backup Battery Voltage>,<Backup Battery Percentage>上报FFFF,FF",关闭,allen.zhang-HFSW,,1.5h,1.5h,0h,0,anna.kong-HFST,2024/1/9 17:17,GV305CEU
#8788,缺陷,Major,ST[ETH]湿度由异常范围回归到正常范围，不会上报Event Code为4X的80H报文,关闭,allen.zhang-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/9 13:22,GV58CEU_Pro
#8786,缺陷,Normal,ST[ETH]check Interval针对BLE配件无效,待处理,allen.zhang-HFSW,,3h,0.5h,2.5h,0,janet.he-HFST,2024/1/9 12:03,GV58CEU_Pro
#8782,缺陷,Major,ST[ETH]设备未按照设置的Send Interval上报温湿度报警,关闭,allen.zhang-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/9 11:22,GV58CEU_Pro
#8780,缺陷,Major,ST[ETH]ETH温度报警满足条件且Send interval设置为0时，进出温度范围不上报温度报警,关闭,allen.zhang-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/9 11:09,GV58CEU_Pro
#8778,缺陷,Major,ST[ETH]温度值由范围外回归到温度范围内时，未启用Validity计时,关闭,allen.zhang-HFSW,,2.5h,2.5h,0h,0,janet.he-HFST,2024/1/9 10:57,GV58CEU_Pro
#8775,缺陷,Normal,ST[UPD]同时配置dms和track端口上报，在串口下发升级UPD-ble的报文，dms端口会重复上报两条UPD-341的报文，升级BB的时候，DMS端口报文丢失,关闭,allen.zhang-HFSW,,4h,1h,3h,0,bella.ge-HFST,2024/1/9 10:43,GV305CEU
#8765,缺陷,Critical,ST[ETH]WTH301温度值由异常范围回到正常范围，不上报event Code为1的80H报文,关闭,allen.zhang-HFSW,,3h,3h,0h,0,janet.he-HFST,2024/1/8 19:38,GV58CEU_Pro
#8759,缺陷,Major,ST[BTSVR]SVR报文中SVR Appending Information一直没有上报,关闭,allen.zhang-HFSW,,5.5h,5.5h,0h,1,helena.hu-HFST,2024/1/8 17:42,GV58CEU_Pro
#8750,缺陷,Major,"ST[SRI]上报模式1TCP短链，Connection life大于报文上报间隔,设备上报到备份服务器，再打开主服务器报文会上报到主服务器",关闭,allen.zhang-HFSW,,5.5h,5h,0.5h,0,freda.wang-HFST,2024/1/8 16:52,GV57CEU
#8725,缺陷,Critical,ST[ETH]ETH参数问题汇总,关闭,allen.zhang-HFSW,,3.5h,3.5h,0h,0,janet.he-HFST,2024/1/8 14:30,GV58CEU_Pro
#8578,FAE_BUG,,SW[GV310LAU] QMS Command issues [Hunter],RESOLVED,allen.zhang-HFSW,2024/1/12,0h,0h,0h,,felipe.mendez,2024/1/4 5:47,GV310LAU
#8564,任务,,GV58CEU Axis Solutions客户参数包定制,已完成,allen.zhang-HFSW,2024/1/5,3h,2.5h,0.5h,,nancy.yin-HFPM,2024/1/3 15:39,GV58CEU
#8305,缺陷,Major,"ST[IGM]使能IGM,重启不会立即上报DIS-61",关闭,allen.zhang-HFSW,,3.5h,3.5h,0h,0,dale.liang-HFST,2023/12/26 13:32,GV58CEU
#8209,任务,,添加AT@BTTHC功能,已完成,allen.zhang-HFSW,,15h,15h,0h,,abert.xu-HFSW,2023/12/22 15:50,GV58CEU_Pro
#8208,任务,,添加AT@ETH功能,已完成,allen.zhang-HFSW,,30h,30h,0h,,abert.xu-HFSW,2023/12/22 15:48,GV58CEU_Pro
#7969,任务,,GB100CG FAE验证问题,已完成,allen.zhang-HFSW,2024/1/19,0h,0h,0h,,nancy.yin-HFPM,2023/12/18 16:49,GB100CG
#7824,缺陷,Major,ST[BTS]BTS指令中Bluetooth Report Mask包含bit 12，但BCS/BDS没有,关闭,allen.zhang-HFSW,,2h,2h,0h,0,dale.liang-HFST,2023/12/14 10:28,GV58CEU
#7823,缺陷,Major,ST[BTI]SVR/手机连接上设备，BTI报文中Connected Device Name为空,关闭,allen.zhang-HFSW,,2h,2h,0h,0,dale.liang-HFST,2023/12/14 10:20,GV58CEU
#7213,缺陷,Major,ST[GTSOS]HEX格式GTSOS报文建议删除<Mic Vol | Speaker Vol>并修改协议，模式已没有拨打电话功能,关闭,allen.zhang-HFSW,,1h,1h,0h,0,vicky.huang-HFST,2023/11/27 15:24,GV350CEU
#6555,缺陷,Major,ST[稳定性]正常测试过程中出现异常重启,关闭,allen.zhang-HFSW,,0h,0h,0h,0,nina.du-HFST,2023/11/3 16:18,GB100CG
#6261,缺陷,Major,ST[QMS]QMS中DMR报文HEX与ASCII参数Backup Battery Voltage、Backup Battery Percentage表现不同,关闭,allen.zhang-HFSW,,2h,2h,0h,1,bella.ge-HFST,2023/10/26 10:17,GV305CEU
#5744,缺陷,Critical,ST[GV57CEU_HRM]勾选INF Expansion Mask里的GTCML/GTCSN/GTCVN，GTINF报文里不生效,关闭,allen.zhang-HFSW,,2h,2h,0h,0,shyla.wu-HFST,2023/10/10 10:19,GV57CG
#5648,缺陷,Major,ST【SSR】设备上报过STR报文后，下发PDS-2 30s内重启设备，重启后设备不上报STR报文,关闭,allen.zhang-HFSW,,2h,2h,0h,0,drake.yao-HFST,2023/9/28 17:18,GV57CG
#5395,缺陷,Major,ST[GV57CEU-UPD/UPC]GV57CEU项目在平台上升级不成功，上报502,关闭,allen.zhang-HFSW,,2h,2h,0h,0,shyla.wu-HFST,2023/9/21 15:58,GV57CG
#5320,缺陷,Major,"ST[QMS]QMS配置UDP上报，不开启ASCK,关闭Track服务器，QMS报文上报不正常,会丢失",关闭,allen.zhang-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2023/9/19 18:32,GV57CG
#5135,缺陷,Normal,ST[FOTA]从A02不擦除参数降至A01版本，然后重新更改配置写入所有参数，再进行FOTA升级至A02版本，CFG参数不保存,关闭,allen.zhang-HFSW,,1.5h,1.5h,0h,0,shyla.wu-HFST,2023/9/14 11:21,GV57CG
#4135,缺陷,Major,ST[QRC-13]设备配置TOW，并且进入拖车，QRC-13模式默认为1.单点产生13H，一段时间后改变QRC模式为3，出现改变后首条13H会上报之前的拖车点,待处理,allen.zhang-HFSW,,0h,0h,0h,0,daisy.yu-HFST,2023/8/16 13:47,GV58CEU_Pro
#3772,缺陷,Normal,ST[TOW]设备熄火运动，定位成功，打开TOW，不检测拖车，需要点熄火切换一次或者动静切换一次才检测,待处理,allen.zhang-HFSW,,0h,0h,0h,0,daisy.yu-HFST,2023/8/7 19:24,GV58CEU_Pro
#1947,缺陷,Major,ST[QMS]HEX上报的UPC/UPD报文中包含蓝牙信息,关闭,allen.zhang-HFSW,,4h,4h,0h,0,shyla.wu-HFST,2023/6/16 11:31,GV57CG
#1854,缺陷,Major,ST[FRI]拐弯多点上报，到达定时上报后会多上报一个拐弯点,关闭,allen.zhang-HFSW,,5h,5h,0h,0,ice.zhou-HFST,2023/6/14 16:55,GV57CG
#1613,缺陷,Major,"ST[QMS平台]通过QMS平台直接在Command中下发RTO-2指令，命令一直处于received状态，设备无ALM报文,无法生成配置文件",关闭,allen.zhang-HFSW,,0.5h,0.5h,0h,1,eva.wang-HFST,2023/6/7 18:17,GV57CG
#179,缺陷,Critical,ST[UPC&QMS]进行UPC升级成功，设备会重启,关闭,allen.zhang-HFSW,,0h,0h,0h,1,shyla.wu-HFST,2023/4/18 15:53,GV57CG
#10578,缺陷,Major,ST[CRA]撞击前定位失败，但GTCRG撞击前的报文取的是很早之前的GNSS点,待处理,aleo.liu-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/2/29 11:25,GV310LAU
#10527,缺陷,Major,ST【定制功能】定制报文存buff，报文格式上报错误,关闭,aleo.liu-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/28 15:53,GV50CG_LTFRB
#10524,缺陷,Major,ST[定制功能]设备配置定制报文上报，RTO重启后，定制报文不上报,关闭,aleo.liu-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/28 15:40,GV50CG_LTFRB
#10505,缺陷,Critical,ST[sim热插拔]设备正常上报，拔出卡后，RTO或者断电重启，重启后再插上卡设备不上报报文,关闭,aleo.liu-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/28 11:51,GV50CG_LTFRB
#10465,缺陷,Major,ST【定制功能】配置定制报文按照间隔上报时，会出现间隔相差1s的情况,待处理,aleo.liu-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/27 16:27,GV50CG_LTFRB
#10464,缺陷,Normal,ST[CRA]GTCRA命令无法兼容老的CRA参数,关闭,aleo.liu-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/2/27 16:24,GV310LAU
#10463,缺陷,Major,ST[CRA]GNSS Time Before Crash、GNSS Time After Crash范围与协议不一致,关闭,aleo.liu-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/2/27 16:21,GV310LAU
#10460,缺陷,Major,ST[CRA]CRA默认参数少了一个reserved位,关闭,aleo.liu-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/2/27 16:06,GV310LAU
#10440,缺陷,Major,ST[SRI]<Special SACK Enable>设置1，回读仍是0,关闭,aleo.liu-HFSW,,0h,0h,0h,0,freda.wang-HFST,2024/2/27 13:36,GV50CG_LTFRB
#10407,缺陷,Major,ST[协议版本号]通过串口下发AT+QPROTVER?回读协议版本号错误,关闭,aleo.liu-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/26 17:02,GV50CG_LTFRB
#10395,缺陷,Major,ST【定制功能】设置定制报文定时上报关闭后再打开，之前的定时器没有停止导致前两条报文未按照间隔上报,关闭,aleo.liu-HFSW,,0h,2h,0h,0,drake.yao-HFST,2024/2/26 14:23,GV50CG_LTFRB
#10335,缺陷,Major,ST【定制功能】GPS id置空下发的表现与GV50_LTFRB不一致,关闭,aleo.liu-HFSW,,0h,2h,0h,0,drake.yao-HFST,2024/2/23 11:42,GV50CG_LTFRB
#10332,缺陷,Major,ST【定制功能】REGISTER和SENDINGTIME命令中Sendingtime参数超出协议范围也可以下发成功,关闭,aleo.liu-HFSW,,0h,1h,0h,0,drake.yao-HFST,2024/2/23 11:01,GV50CG_LTFRB
#10298,缺陷,Major,ST【GTMSF】配置Filter Mask为FFFF下发后，回读Filter Mask为000000FF，不正确,关闭,aleo.liu-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/22 15:15,GV50CG_LTFRB
#10279,任务,,请完成A04版本兼容AG3352芯片,已完成,aleo.liu-HFSW,,0h,0h,0h,,daniel.cheng-HFPM,2024/2/22 13:53,GV57CEU
#10251,缺陷,Major,ST[TOW]使能TOW后，设备熄火挂机期间，重启设备，重启回来运动设备未满足距离的上报了TOW报文,待处理,aleo.liu-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2024/2/21 19:37,GV57CEU
#10192,缺陷,Critical,ST【GTAVS】Rest Validity默认值与协议不一致,关闭,aleo.liu-HFSW,,0h,1h,0h,0,drake.yao-HFST,2024/2/20 17:10,GV50CG_LTFRB
#10188,缺陷,Major,ST【版本命名】GV50CG_LTFRBR01A01V01M128版本命名问题,关闭,aleo.liu-HFSW,,0h,0.5h,0h,0,drake.yao-HFST,2024/2/20 16:07,GV50CG_LTFRB
#10187,缺陷,Major,ST[GTSPD]Output Duration大于255后，输出灯1不按照Output Duration参数设置的时间亮,关闭,aleo.liu-HFSW,,0h,1h,0h,0,drake.yao-HFST,2024/2/20 15:56,GV50CG_LTFRB
#10111,缺陷,Critical,"ST[PEO&GEO] 设备上报的GTGIN,GTGOT报文与协议相比，多了一位",关闭,aleo.liu-HFSW,,0h,1h,0h,0,secret.wang-HFST,2024/2/7 13:52,GV355CEU
#10071,缺陷,Critical,ST[HEX]设备切换至HEX上报，切换成功后报文不上报,关闭,aleo.liu-HFSW,,0h,0h,0h,0,bella.ge-HFST,2024/2/5 17:49,GV305CEU
#9748,任务,,AT+GTRTO命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:52,GV50CG_LTFRB
#9747,任务,,AT+GTUDF命令调整,已完成,aleo.liu-HFSW,2024/2/2,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:52,GV50CG_LTFRB
#9746,任务,,AT+GTAVS命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:52,GV50CG_LTFRB
#9745,任务,,AT+GTEPS命令调整,已完成,aleo.liu-HFSW,2024/2/2,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:51,GV50CG_LTFRB
#9744,任务,,AT+GTIOB命令调整,已完成,aleo.liu-HFSW,2024/2/2,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:51,GV50CG_LTFRB
#9743,任务,,AT+GTPEO命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:51,GV50CG_LTFRB
#9742,任务,,AT+GTIMC命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:50,GV50CG_LTFRB
#9741,任务,,AT+GTASC命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:50,GV50CG_LTFRB
#9740,任务,,AT+GTCRA命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:50,GV50CG_LTFRB
#9739,任务,,AT+GTHBM命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:50,GV50CG_LTFRB
#9738,任务,,AT+GTIDL命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:46,GV50CG_LTFRB
#9737,任务,,AT+GTSOS命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:46,GV50CG_LTFRB
#9736,任务,,AT+GTSPD命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:46,GV50CG_LTFRB
#9735,任务,,AT+GTRMD命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:45,GV50CG_LTFRB
#9734,任务,,AT+GTGEO命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:45,GV50CG_LTFRB
#9733,任务,,AT+GTTOW命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:45,GV50CG_LTFRB
#9732,任务,,AT+GTOWH命令调整,已完成,aleo.liu-HFSW,2024/2/1,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:44,GV50CG_LTFRB
#9730,任务,,AT+GTMSI命令调整,已完成,aleo.liu-HFSW,2024/2/2,0h,0h,0h,,aleo.liu-HFSW,2024/2/1 14:43,GV50CG_LTFRB
#9323,FAE_BUG,,SW [GV57] Device sending Speed as 0.0 Km/h even with GNSS FIX | SATT,RESOLVED,aleo.liu-HFSW,2024/2/2,0h,7h,0h,,bruno.matos,2024/1/23 22:20,GV57
#9318,缺陷,Critical,ST[CRA]撞击上报的CRG报文无法获取GNSS点,关闭,aleo.liu-HFSW,,0h,2h,0h,0,abel.xiang-HFST,2024/1/23 18:54,GB100CG
#9127,缺陷,Critical,ST[HBM]HBM模式5，且report mode=1/2，不上报GTHBE报文,关闭,aleo.liu-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2024/1/18 10:32,GV57CEU
#9050,缺陷,Major,ST[GTDOG]设备插入有无的SIM卡会也会上报06类型的DOG重启,待处理,aleo.liu-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/16 13:58,GV50
#9046,缺陷,Major,ST[GTDOG]Reboot Device Type为1，关闭服务器后到达Fail Interval开关射频后设备会持续5分钟处于无网状态然后进行07类型的开关射频,待处理,aleo.liu-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/16 13:31,GV50
#8986,缺陷,Major,ST[GTDOG]Reboot Device Type为1，Fail Interval为1440，第一次重启时间为26小时,关闭,aleo.liu-HFSW,,0h,2h,0h,0,alisa.zong-HFST,2024/1/15 9:16,GV50
#8966,缺陷,Major,ST[GTDOG]关闭服务器也会触发05类型的DOG重启，插入有无卡也会触发06类型的DOG重启,关闭,aleo.liu-HFSW,,0h,3h,0h,0,alisa.zong-HFST,2024/1/12 16:21,GV50
#8964,缺陷,Major,"ST[GTDOG]GSM,PDP,Fail Interval均配置5min,先关闭服务器，后SIM卡拿掉，会上报07,08,09类型的DOG",关闭,aleo.liu-HFSW,,0h,2h,0h,0,alisa.zong-HFST,2024/1/12 16:06,GV50
#8904,缺陷,Major,ST[GTDIS]配置GTIGM后重启设备上报一条GTDIS报文，后续再改变Input的状态无GTDIS报文上报，也无法触发DOG重启,待处理,aleo.liu-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/11 15:51,GV50
#8868,缺陷,Major,ST[TOW]GPS按需开，设备熄火运动，第二条GTTOW/GTFRI 间隔了两个 interval,关闭,aleo.liu-HFSW,,0h,0.5h,0h,0,anna.kong-HFST,2024/1/10 16:16,GV305CEU
#8865,缺陷,Major,ST[SSR]PDS保存SSR状态，上报STP后，断电重启设备，一直保持运动，不报STR，1min后报LSP再报STR,关闭,aleo.liu-HFSW,,0h,1h,0h,0,anna.kong-HFST,2024/1/10 15:42,GV305CEU
#8845,缺陷,Critical,ST[cra]设备进行撞击测试，触发一次撞击后再也触发不了撞击,关闭,aleo.liu-HFSW,,0h,1h,0h,0,bella.ge-HFST,2024/1/10 11:08,GV305CEU
#8840,PROTOCOL,,PROTOCOL: GV50 DOG命令中添加参数<Reboot Device Type>,已完成,aleo.liu-HFSW,,0h,2h,0h,,aleo.liu-HFSW,2024/1/10 10:15,GV50
#8798,缺陷,Major,ST[FRI]fri的hex格式上报错误,关闭,aleo.liu-HFSW,,0h,1h,0h,0,bella.ge-HFST,2024/1/9 14:53,GV305CEU
#8768,缺陷,Critical,ST[RTO]GTATI报文读不到IMEI,关闭,aleo.liu-HFSW,,0h,0.5h,0h,0,bella.ge-HFST,2024/1/9 9:54,GV305CEU
#8746,缺陷,Major,ST[SRI]参数位回读与协议不符,关闭,aleo.liu-HFSW,,0h,1h,0h,0,nina.du-HFST,2024/1/8 16:44,GV305CEU
#8739,缺陷,Major,ST[协议]协议中INF报文的ASCII报文中没有 参数NETWORK TYPE的相关描述,关闭,aleo.liu-HFSW,,0h,0.5h,0h,0,bella.ge-HFST,2024/1/8 16:09,GV305CEU
#8736,缺陷,Major,ST[GTINF]设备没有支持参数NETWORK TYPE,关闭,aleo.liu-HFSW,,0h,1h,0h,1,bella.ge-HFST,2024/1/8 16:06,GV305CEU
#8707,缺陷,Normal,ST[CAN]设备断电重启，出现上报多次连接断开的报文,待处理,aleo.liu-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/1/8 11:25,GV310LAU
#8670,缺陷,Major,ST[FRI]切换后FRI命令，概率性出现首条FRI报文中GNSS Trigger Type没有按照切换后类型上报,待处理,aleo.liu-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2024/1/5 14:42,GV57CEU
#8657,缺陷,Major,ST[GTRAS]执行读操作的时候，read interval设置为0的时候，RAS报文间隔一秒上报一条,关闭,aleo.liu-HFSW,,0h,1h,0h,0,bella.ge-HFST,2024/1/5 11:54,GV305CEU
#8653,缺陷,Major,ST[CAN]断电再上电蓝牙CAN，设备不只上报一次BCS,关闭,aleo.liu-HFSW,,0h,0h,0h,0,nina.du-HFST,2024/1/5 11:32,GV305CEU
#8571,缺陷,Major,ST[GTRAS]挂机UFS301，GTERI报文中3号油量值出现上报为空情况,关闭,aleo.liu-HFSW,,0h,2h,0h,0,vicky.huang-HFST,2024/1/3 16:48,GV355CEU
#8569,缺陷,Major,ST[GTRAS]设置Read Interval为0，读取线圈成功后，GTRAS报文一直上报且时间间隔为1s,关闭,aleo.liu-HFSW,,0h,1h,0h,0,vicky.huang-HFST,2024/1/3 16:42,GV355CEU
#8535,缺陷,Critical,ST[MSI]GTMSI中Connection life参数位无法回读,关闭,aleo.liu-HFSW,,0h,1h,0h,0,nina.du-HFST,2024/1/3 10:07,GV305CEU
#8529,缺陷,Critical,ST[CAN]设备连接蓝牙CAN后，CAN报文中 CANBUS Device State 参数一直是0，读不到CAN数据,关闭,aleo.liu-HFSW,,0h,4h,0h,0,freda.wang-HFST,2024/1/2 19:05,GV57CEU
#8482,缺陷,Major,ST[GTRAS]断开UFS301连接后，GTERI-ASCII格式中<Volume>为空时HEX上报为0000，不合理,关闭,aleo.liu-HFSW,,0h,0.5h,0h,0,vicky.huang-HFST,2023/12/29 14:37,GV355CEU
#8464,FAE_BUG,,SW[BB-GV50] Devices Stop Reporting [Antenor],RESOLVED,aleo.liu-HFSW,2024/1/16,0h,0h,0h,,oliver.lu,2023/12/29 9:50,GV50
#8449,缺陷,Critical,ST[GTRAS]GTERI报文少了一位参数<Sensor Model>,关闭,aleo.liu-HFSW,,0h,0.5h,0h,0,vicky.huang-HFST,2023/12/28 17:34,GV355CEU
#8434,缺陷,Critical,ST[GTRAS]<Device ID List>参数查询异常,关闭,aleo.liu-HFSW,,0h,0h,0h,0,vicky.huang-HFST,2023/12/28 15:50,GV355CEU
#8405,缺陷,Major,ST[GTRAS]执行读写操作时，下发命令后前几条GTRAS报文上报间隔错误,关闭,aleo.liu-HFSW,,0h,3h,0h,0,janet.he-HFST,2023/12/28 10:40,GV305CEU
#8403,缺陷,Major,ST[GTRAS]即使设备与RS485通信成功，执行写操作时，Write Response Time也仍会起作用,关闭,aleo.liu-HFSW,,0h,2h,0h,0,janet.he-HFST,2023/12/28 10:25,GV305CEU
#8398,缺陷,Major,ST[GTRAS]当Read Response Time大于Read Interval时，GTRAS报文上报混乱,关闭,aleo.liu-HFSW,,0h,2h,0h,0,janet.he-HFST,2023/12/28 9:59,GV305CEU
#8394,FAE_BUG,,SW[GV58LAU_A03V16/A04V13]The total odometer switches to different ranges[Logitracs],RESOLVED,aleo.liu-HFSW,2024/1/19,0h,0h,0h,,hector,2023/12/28 2:14,GV58LAU
#8393,缺陷,Major,ST[GTCAN]设备接BLE CAN 3.x，无法读取到CAN版本号且同步失败,关闭,aleo.liu-HFSW,,0h,0h,0h,0,janet.he-HFST,2023/12/27 18:44,GV305CEU
#8371,PROTOCOL,,PROTOCOL: GV305CEU 支持双服务器 AT+GTMSI,已完成,aleo.liu-HFSW,,0h,0h,0h,,aleo.liu-HFSW,2023/12/27 14:57,GV305CEU
#8369,需求,,GV305CEU支持Multi Server Registration information,NO_FEEDBACK,aleo.liu-HFSW,2024/2/29,0h,4h,0h,,joseph.zhang,2023/12/27 14:52,GV305CEU
#8295,PROTOCOL,,GV355CEU PROTOCOL: 添加MODBUS功能,已完成,aleo.liu-HFSW,,0h,1.5h,0h,,aleo.liu-HFSW,2023/12/26 10:12,GV355CEU
#8259,缺陷,Major,ST[GTSSR]350ceu需要熄火立即上报STP，但是<Fast STP Mode>默认值为0：熄火后达到<Time to Stop>时间上报STP,关闭,aleo.liu-HFSW,,0h,1h,0h,0,reese.wang-HFST,2023/12/25 13:54,GV350CEU
#8217,缺陷,Major,ST[GTSSR]单位为秒，Fast STP Mode=1，触发STR后熄火立即上报STP，维持Long Stop时间也不上报lsp,关闭,aleo.liu-HFSW,,0h,1h,0h,0,reese.wang-HFST,2023/12/22 16:18,GV350CEU
#7989,缺陷,Major,ST[协议问题]3.3.4.Event Report缺少BAA、BAR、BID的报文说明,关闭,aleo.liu-HFSW,,0h,0.5h,0h,0,leon.zhou-HFST,2023/12/19 11:34,GV355CEU
#7673,需求,,GV350CEU_Ubiwan_test with WID 320g and ELA mov sensors,NO_FEEDBACK,aleo.liu-HFSW,,0h,6h,0h,,imaric,2023/12/8 19:57,GV350CEU
#7672,缺陷,Critical,ST[GTRCS]连接485油位传感器，ERI报文中没有油位数据,关闭,aleo.liu-HFSW,,0h,1h,0h,0,leon.zhou-HFST,2023/12/8 18:46,GV355CEU
#7350,缺陷,Normal,ST[FRI]FRI配置按照DISTANCE=200上报的时候，间隔几条就出现一次300m上报一次,关闭,aleo.liu-HFSW,,0h,0.5h,0h,0,bella.ge-HFST,2023/11/30 11:40,GV310LAU
#7227,需求,,SW[Modbus-GV355CEU] support Modbus on GV355CEU [Monito],NO_FEEDBACK,aleo.liu-HFSW,2024/1/5,0h,0h,0h,,penny.pei,2023/11/27 17:07,GV355CEU
#7206,缺陷,Critical,ST[GTFFC]+ACK:GTFFC中的ID一直为0，与协议定义不一致,关闭,aleo.liu-HFSW,,0h,0h,0h,0,reese.wang-HFST,2023/11/27 14:10,GV350CEU
#7179,缺陷,Critical,ST[GTBTD]BAS配置index0为WID320G，然后配置BTD-index0，Send Interval设置30S，没有对应的BTD报文上报,关闭,aleo.liu-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2023/11/24 18:05,GV350CEU
#6961,FAE_BUG,,GV58CEU - unstable BLE connection with CAN100BLE,NO_FEEDBACK,aleo.liu-HFSW,,0h,0h,0h,,krepusic,2023/11/16 21:53,GV58CEU
#6682,缺陷,Major,ST[稳定性]设备放置在办公室挂机一晚上，GTERI报文出现无小区信息情况,关闭,aleo.liu-HFSW,,0h,0.5h,0h,0,vicky.huang-HFST,2023/11/9 10:04,GV355CEU
#6488,缺陷,Normal,ST[CRA]设置前后各500组，设备进行撞击，上报的Data Type与实际不符，且转换的数据达到触发阈值不是在500组左右,待处理,aleo.liu-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2023/11/1 15:28,GV75LAU
#6125,缺陷,Major,ST[CRI]出现一次Compressed Report模式切换时上报全0的三轴值,关闭,aleo.liu-HFSW,,0h,1.5h,0h,0,abel.xiang-HFST,2023/10/22 13:53,GB100CG
#5295,缺陷,Major,"ST[BAS]设备连接CAN概率性频繁上报BCS,BDS报文",关闭,aleo.liu-HFSW,,0h,2h,0h,3,dale.liang-HFST,2023/9/19 13:59,GV58CEU
#5056,任务,,GV310LAU: 通过FVR进行UPC升级参数丢失问题,关闭,aleo.liu-HFSW,,0h,0h,0h,,aleo.liu-HFSW,2023/9/12 19:12,GV310LAU
#4384,缺陷,Normal,ST[BLE]连接WBC300配件，下发OEX指令控制输出，概率性出现下发指令无反应,关闭,aleo.liu-HFSW,,0h,0h,0h,0,nina.du-HFST,2023/8/24 10:46,GV58LAU
#3887,缺陷,Major,ST[GTBAS]WID320G首次开机，立即上报的GTBAA-1D、GTBAA-1E报文的Event Mask中的数据容易有异常值,关闭,aleo.liu-HFSW,,0h,2h,0h,0,reese.wang-HFST,2023/8/9 18:47,GV350CEU
#3872,缺陷,Major,ST[GTBAS]配置扫描WID320G，当没扫描到温度值时，应该报空，而不是0,关闭,aleo.liu-HFSW,,0h,2h,0h,0,reese.wang-HFST,2023/8/9 15:55,GV350CEU
#3424,缺陷,Normal,ST[FRI]设置<send interval>上报间隔为86400时，FRI报文上报时间有误差,待处理,aleo.liu-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2023/7/31 9:17,GV57CG
#2791,缺陷,Normal,ST[GTCRA]CRA与HBM同时配置，且触发频繁时，CRD三轴值数据会遗漏,待处理,aleo.liu-HFSW,,0h,0h,0h,0,tina.zhao-HFHW,2023/7/12 15:26,GV305CEU
